,Endereco,LATITUDE,LONGITUDE
12157,"rua pantanal, BOQUEIRÃO, Curitiba",-25.4808762,-49.3044253
12158,"rua isaac julio, CIDADE INDUSTRIAL, Curitiba",-25.48912,-49.3537263
12159,"rua angelina legat pasini, BARREIRINHA, Curitiba",-25.525031,-49.2313621
12160,"rua jorge pedro anad, SÍTIO CERCADO, Curitiba",-25.5513813,-49.2709079
12161,"rua professor antonio tupy pinheiro, BOA VISTA, Curitiba",-25.3831243,-49.2452818
12162,"rua alfredo tscha, CIDADE INDUSTRIAL, Curitiba",-25.4997417,-49.3533282
12163,"rua ivonete alves de almeida, TATUQUARA, Curitiba",-25.5900557,-49.3206841
12164,"rua plínio algacyr montanari, UBERABA, Curitiba",-25.4774472,-49.2176991
12165,"rua monsenhor ivo zanlorenzi, SANTA FELICIDADE, Curitiba",-25.4395628,-49.3328225
12166,"rua reginaldo antonio wacheski, SÍTIO CERCADO, Curitiba",-25.5567371,-49.2464362
12167,"rua juncundino da silva, CIDADE INDUSTRIAL, Curitiba",-25.5040295,-49.3297882
12168,"rua ferdinando teixeira de oliveira, SÍTIO CERCADO, Curitiba",-25.5443488,-49.26656209999999
12169,"rua antônia molina bella, CIDADE INDUSTRIAL, Curitiba",-25.528565,-49.3339195
12170,"rua gen. brig. carlos c. de menezes, BUTIATUVINHA, Curitiba",-25.3894159,-49.355035
12171,"rua fra angélico, GUABIROTUBA, Curitiba",-25.4677388,-49.245527
12172,"rua maria marques de camargo, ALTO BOQUEIRÃO, Curitiba",-25.5366248,-49.2323484
12173,"rua nicolau copérnico, JARDIM DAS AMÉRICAS, Curitiba",-25.4643789,-49.2235874
12174,"rua 21 de junho, PILARZINHO, Curitiba",-25.3901133,-49.3002954
12175,"rua antonio molina bella, CIDADE INDUSTRIAL, Curitiba",-25.528565,-49.3339195
12176,"rua sezinando cordeiro da silva, CACHOEIRA, Curitiba",-25.3503618,-49.2497999
12177,"rua tadeu walkowski, SÍTIO CERCADO, Curitiba",-25.5532818,-49.2646946
12178,"rua nossa senhora de guadalupe, PINHEIRINHO, Curitiba",-25.3727222,-49.2142729
12179,"rua ismênia vieira de alencar, CAPÃO RASO, Curitiba",-25.5012173,-49.2880244
12180,"rua stela camargo arzua, TATUQUARA, Curitiba",-25.5646354,-49.3264367
12181,"rua doutor josé manoel ribeiro dos santos, SANTA FELICIDADE, Curitiba",-25.4917749,-49.33033289999999
12182,"rua armin prusse, CIDADE INDUSTRIAL, Curitiba",-25.4367301,-49.35064089999999
12183,"rua joão durvalino dos santos, CIDADE INDUSTRIAL, Curitiba",-25.485899,-49.3380319
12184,"rua vicente laginestra, UBERABA, Curitiba",-25.4856155,-49.1975954
12185,"rua diacomo santoro, CIDADE INDUSTRIAL, Curitiba",-25.4506781,-49.355733
12186,"rua deputado homero silva, BOA VISTA, Curitiba",-25.4808762,-49.3044253
12187,"rua joão gerbert, CIDADE INDUSTRIAL, Curitiba",-25.441266,-49.3592631
12188,"rua jaime costa, PRADO VELHO, Curitiba",-25.4619931,-49.2560331
12189,"rua das cerejeiras, BARREIRINHA, Curitiba",-25.3697161,-49.2576066
12190,"rua josé domingos marcondes de carvalho, PILARZINHO, Curitiba",-25.3996483,-49.2910525
12191,"rua atílio bório, JARDIM BOTÂNICO, Curitiba",-25.4263,-49.2524706
12192,"rua benvinda camilo antunes, SÍTIO CERCADO, Curitiba",-25.532951,-49.2526173
12193,"rua brigadeiro franco, XAXIM, Curitiba",-25.444374,-49.27512189999999
12194,"rua ignácio wizbycki, CAMPO COMPRIDO, Curitiba",-25.448121,-49.335539
12195,"rua alfredo scorsin, SÃO BRAZ, Curitiba",-25.4205036,-49.34460869999999
12196,"rua alberto leschkau, CAPÃO RASO, Curitiba",-25.5006753,-49.306884
12197,"rua mario rosa, FAZENDINHA, Curitiba",-25.4714113,-49.32725259999999
12198,"rua etelvina da luz de barros, TATUQUARA, Curitiba",-25.4552229,-49.3452597
12199,"rua francisco da silva contrin, TATUQUARA, Curitiba",-25.5716496,-49.3181673
12200,"rua vila guaira, CIDADE INDUSTRIAL, Curitiba",-25.4634484,-49.27041750000001
12201,"rua desembargador cid campelo, SÃO FRANCISCO, Curitiba",-25.4985944,-49.33787359999999
12202,"rua ouro verde, PINHEIRINHO, Curitiba",-25.5077029,-49.3009607
12203,"rua luiz de lara da penha, CAJURU, Curitiba",-26.7744186,-48.64368959999999
12204,"rua zumbi dos palmares, ÁGUA VERDE, Curitiba",-25.4530706,-49.2779229
12205,"rua ferdinando patitucci, TATUQUARA, Curitiba",-25.5797989,-49.3348252
12206,"rua andré bonato, XAXIM, Curitiba",-25.5712382,-49.2744894
12207,"rua doutor faivre, CAPÃO RASO, Curitiba",-25.4295951,-49.2610657
12208,"rua exp eurides fernandes do nascimento, ALTO BOQUEIRÃO, Curitiba",-25.5356434,-49.2463651
12209,"rua andré matte, PINHEIRINHO, Curitiba",-25.5309032,-49.28433039999999
12210,"rua emilio de menezes, BOA VISTA, Curitiba",-25.4165604,-49.2789331
12211,"rua antônio geroslau ferreira, CIDADE INDUSTRIAL, Curitiba",-25.4964458,-49.3517881
12212,"rua max sesselmeir, XAXIM, Curitiba",-25.4900748,-49.2669562
12213,"rua doutor dalton dória pinto, GUAÍRA, Curitiba",10.6024787,-66.9313444
12214,"rua centenario, CAPÃO DA IMBUIA, Curitiba",-25.4373004,-49.211194
12215,"rua francisco ader, ALTO DA RUA XV, Curitiba",-25.4916782,-49.29964349999999
12216,"rua jose gomes de mello, UBERABA, Curitiba",-25.4959677,-49.2236244
12217,"rua gastao natal simone (cic), CIDADE INDUSTRIAL, Curitiba",-25.5153245,-49.3290281
12218,"rua antonio ferreira maciel, SANTA CÂNDIDA, Curitiba",-25.3658008,-49.2436003
12219,"rua diva machado da luz, SÍTIO CERCADO, Curitiba",-25.5441718,-49.2718244
12220,"rua josé fabiano barcik, ABRANCHES, Curitiba",-25.4593153,-49.2135109
12221,"rua josé bonifacio de barros pimpão, CENTRO, Curitiba",-25.5455175,-49.29180040000001
12222,"rua aluizio finzetto, PAROLIN, Curitiba",-25.4615011,-49.2547808
12223,"rua reinhold jabin, TATUQUARA, Curitiba",-25.5623282,-49.3302349
12224,"rua libero sant ana nunes, XAXIM, Curitiba",-25.5090296,-49.26630590000001
12225,"rua antonio vieira sobrinho, GANCHINHO, Curitiba",-25.5598497,-49.2589925
12226,"rua otelo queirolo, SANTA FELICIDADE, Curitiba",-25.4333401,-49.3074213
12227,"rua gotardo boza, BUTIATUVINHA, Curitiba",-25.3956612,-49.3417725
12228,"rua pedro doska, SANTA CÂNDIDA, Curitiba",-25.3762452,-49.223215
12229,"rua josé becker davet, SANTA CÂNDIDA, Curitiba",-25.3700651,-49.2126459
12230,"rua major moacir fonseca lopes, CIDADE INDUSTRIAL, Curitiba",-25.513456,-49.3313298
12231,"rua carlópolis, SÍTIO CERCADO, Curitiba",-25.5393083,-49.2934889
12232,"rua arthur s. correia de freitas, CAJURU, Curitiba",-25.4623698,-49.1961337
12233,"rua jaime jose vojciechovski, TATUQUARA, Curitiba",-25.5594043,-49.3142327
12234,"rua hussein ibrahim omairy 526, SÍTIO CERCADO, Curitiba",-25.554125,-49.2614208
12235,"rua engenheiro luiz carlos de oliveira borges, SANTA QUITÉRIA, Curitiba",-25.4655881,-49.3157714
12236,"rua tito schier, FAZENDINHA, Curitiba",-25.4826261,-49.2931762
12237,"rua egídio antonio zamilian, SANTA FELICIDADE, Curitiba",-25.3978544,-49.32721550000001
12238,"rua astor toniolo, SANTA FELICIDADE, Curitiba",-25.3913964,-49.3358855
12239,"rua adriano lugarini, BUTIATUVINHA, Curitiba",-25.3932709,-49.3437232
12240,"rua léa moreira de souza moura, CAJURU, Curitiba",-25.5111147,-49.32572
12241,"rua paul garfunkel, CAPÃO RASO, Curitiba",-25.5402881,-49.3355818
12242,"rua mariluz, ALTO BOQUEIRÃO, Curitiba",-25.5248269,-49.2371223
12243,"rua dr levi miro carneiro, CIDADE INDUSTRIAL, Curitiba",-25.5321962,-49.3402091
12244,"rua rafael simira oliveira, CIDADE INDUSTRIAL, Curitiba",-25.4808762,-49.3044253
12245,"rua deputado josé hoffmann, CAMPO DE SANTANA, Curitiba",-25.4084441,-49.3008104
12246,"rua ubaldino leal fontoura, ALTO DA GLÓRIA, Curitiba",41.9567528,-8.6328394
12247,"rua aracas, CAJURU, Curitiba",-25.4731877,-49.2137847
12248,"rua reinaldo hecke, SÃO LOURENÇO, Curitiba",-25.3785938,-49.266043
12249,"rua joão henrique hoffman, UBERABA, Curitiba",-25.4965695,-49.20105
12250,"rua bejamim lage, UBERABA, Curitiba",-25.4858632,-49.2193668
12251,"rua bile garmarte, SÍTIO CERCADO, Curitiba",-25.5443488,-49.26656209999999
12252,"rua epaminondas franco, TARUMÃ, Curitiba",-25.4292558,-49.2308063
12253,"rua ricardo padavani filho, CIDADE INDUSTRIAL, Curitiba",-25.4856208,-49.3435358
12254,"rua nair caselato, ALTO BOQUEIRÃO, Curitiba",-25.5272468,-49.2286702
12255,"rua monsenhor joao augusto sobrinho, MOSSUNGUÊ, Curitiba",-25.4616299,-49.3506371
12256,"rua pintor ricardo krieger, CENTRO, Curitiba",-25.3815507,-49.2063815
12257,"rua dolores de souza pacheco, BOA VISTA, Curitiba",-25.3774322,-49.2441621
12258,"rua guararapes, ABRANCHES, Curitiba",-21.2528671,-50.6458503
12259,"rua gastao natal simone, CIDADE INDUSTRIAL, Curitiba",-25.5153245,-49.3290281
12260,"rua carlos eduardo martins mercer, CIDADE INDUSTRIAL, Curitiba",-25.4992076,-49.3567754
12261,"rua josé silva de lima, CAPÃO RASO, Curitiba",-25.516661,-49.3115821
12262,"rua professora woyslava trzeciak angelotti, SÍTIO CERCADO, Curitiba",-25.5403967,-49.255643
12263,"rua delegada ieda cristina ribeiro, BUTIATUVINHA, Curitiba",-25.5630171,-49.3408422
12264,"rua josé gava, PILARZINHO, Curitiba",-25.3830107,-49.2956046
12265,"rua isabel bakker, BOQUEIRÃO, Curitiba",-25.5121023,-49.2457296
12266,"rua vereador victório j. da roda, CIDADE INDUSTRIAL, Curitiba",-25.4808762,-49.3044253
12267,"rua ildefonso clemente puppi, CIDADE INDUSTRIAL, Curitiba",-25.4997641,-49.3370257
12268,"rua leia grupenmacher, SÍTIO CERCADO, Curitiba",-25.5490565,-49.2493049
12269,"rua rua ds periquitos, NOVO MUNDO, Curitiba",-25.4920468,-49.2840742
12270,"rua bernardo bubniak, ATUBA, Curitiba",-25.3833852,-49.2058867
12271,"rua senador salgado filho, PINHEIRINHO, Curitiba",-28.0276247,-54.5441571
12272,"rua joão zaniolo, REBOUÇAS, Curitiba",-25.4561054,-49.2681881
12273,"rua ernesto bley, BOQUEIRÃO, Curitiba",-25.5415724,-49.2674374
12274,"rua carlos pisani, XAXIM, Curitiba",-25.5116948,-49.2748451
12275,"rua guabirotuba, CENTRO, Curitiba",-25.4479094,-49.2527137
12276,"rua presidente faria, GANCHINHO, Curitiba",-25.4273866,-49.2685354
12277,"rua ivan caroiolano barros durandi, CIDADE INDUSTRIAL, Curitiba",44.58916199999999,7.196875400000001
12278,"rua jorge bom, TINGUI, Curitiba",-25.3916028,-49.21987439999999
12279,"rua osires delcor, CAJURU, Curitiba",-25.4541704,-49.2141019
12280,"rua alferes poli, FANNY, Curitiba",-25.4522504,-49.2660347
12281,"rua tito schier, CAMPINA DO SIQUEIRA, Curitiba",-25.4785584,-49.2927249
12282,"rua carlos leopoldo glaser, CAMPO COMPRIDO, Curitiba",-25.4526378,-49.317737
12283,"rua sagitário, BOQUEIRÃO, Curitiba",-25.4808762,-49.3044253
12284,"rua giacomo mylla, BOM RETIRO, Curitiba",-25.4095941,-49.2819207
12285,"rua diomar wambier, UBERABA, Curitiba",-25.4928036,-49.2178415
12286,"rua ambiental olga de araújo espíndola, NOVO MUNDO, Curitiba",-25.4916728,-49.3010328
12287,"rua campina da lagoa, TATUQUARA, Curitiba",-25.5322724,-49.254452
12288,"rua doutor darcy alves de souza, CAMPO COMPRIDO, Curitiba",-25.4475734,-49.3376964
12289,"rua octavio primo stocchero, BUTIATUVINHA, Curitiba",-25.3905331,-49.362249
12290,"rua domingos stival, BUTIATUVINHA, Curitiba",-25.3895229,-49.3621203
12291,"rua iguacu, REBOUÇAS, Curitiba",-25.4423319,-49.2695849
12292,"rua anjo de luz, CIDADE INDUSTRIAL, Curitiba",-25.4623119,-49.3433633
12293,"rua maria emiliano de moraes, CIDADE INDUSTRIAL, Curitiba",-25.5016195,-49.3210034
12294,"rua nossa senhora de nazaré, BACACHERI, Curitiba",-25.3898883,-49.2449844
12295,"rua curitiba paranaguá br-277, ORLEANS, Curitiba",-25.4438879,-49.2369667
12296,"rua monteiro lobato, CENTRO, Curitiba",-22.9545553,-45.8386923
12297,"rua osmar simoes, SÍTIO CERCADO, Curitiba",-25.54489,-49.2900248
12298,"rua doutor leão mocellin, CASCATINHA, Curitiba",-25.3986201,-49.3204924
12299,"rua josé veiga, SÃO BRAZ, Curitiba",-25.4168878,-49.357917
12300,"rua barbosa ferraz, ALTO BOQUEIRÃO, Curitiba",-25.5271055,-49.2575611
12301,"rua joão meneghetti, FAZENDINHA, Curitiba",-25.4920772,-49.3281286
12302,"rua josé batista dos santos, PORTÃO, Curitiba",-25.4799406,-49.3439543
12303,"rua edna walderez bassetti habith, XAXIM, Curitiba",-25.5156465,-49.2643876
12304,"rua francisco vacheski, TATUQUARA, Curitiba",-25.5504835,-49.2981177
12305,"rua eduardo  hendler, BOA VISTA, Curitiba",-25.3923891,-49.2366641
12306,"rua joão machado, XAXIM, Curitiba",-25.5012443,-49.2607948
12307,"rua frederico lambertucci, CIDADE INDUSTRIAL, Curitiba",-25.4856234,-49.3287935
12308,"rua joão ribeiro baptista, CAXIMBA, Curitiba",-25.6155213,-49.352147
12309,"rua principal, CAXIMBA, Curitiba",-25.6165382,-49.35423309999999
12310,"rua professor fábio de souza, NOVO MUNDO, Curitiba",-25.4647356,-49.3071984
12311,"rua reinoldes stepurski, CAMPO COMPRIDO, Curitiba",-25.469044,-49.3252436
12312,"rua paulo roberto munhoz costa, LINDÓIA, Curitiba",-25.4797247,-49.2759782
12313,"rua miguel suchevicz, BARREIRINHA, Curitiba",-25.3664155,-49.258596
12314,"rua maria moreira frotte., BOA VISTA, Curitiba",-25.3508789,-49.26816239999999
12315,"rua deputado waldemiro pedroso, ALTO BOQUEIRÃO, Curitiba",-25.4925977,-49.3031071
12316,"rua joão henrique hofmann, UBERABA, Curitiba",-25.4965695,-49.20105
12317,"rua maria orso pereira, TATUQUARA, Curitiba",-25.5903281,-49.3172887
12318,"rua osmário de lima, CAMPINA DO SIQUEIRA, Curitiba",-12.0463731,-77.042754
12319,"rua joão manoel, TABOÃO, Curitiba",-23.6228759,-46.7816647
12320,"rua brigadeiro rocha loures, CRISTO REI, Curitiba",-25.432421,-49.241075
12321,"rua vilibaldo josé hoffmann, PINHEIRINHO, Curitiba",-25.5907478,-49.3233013
12322,"rua maria gomes, NOVO MUNDO, Curitiba",-25.4865476,-49.28850740000001
12323,"rua coronel nicolau bley neto, CIDADE INDUSTRIAL, Curitiba",-25.4810473,-49.34496739999999
12324,"rua eduardo baiena, CIDADE INDUSTRIAL, Curitiba",-25.481109,-49.3545281
12325,"rua wilson lois koehler junior, XAXIM, Curitiba",-25.4872733,-49.2655042
12326,"rua general ary duarte nunes, CAJURU, Curitiba",-25.473266,-49.2319143
12327,"rua mário vendramel, PRADO VELHO, Curitiba",-25.4496885,-49.2464344
12328,"rua comendador alfredo munhoz, BOQUEIRÃO, Curitiba",-25.422767,-49.2304116
12329,"rua gustavo barrozo gonçalves, UBERABA, Curitiba",-19.7473668,-47.93915399999999
12330,"rua general osório, CAJURU, Curitiba",-25.4808762,-49.3044253
12331,"rua brigadeiro antonio de sampaio, JARDIM BOTÂNICO, Curitiba",-25.4404403,-49.24594099999999
12332,"rua joao reboli, BOA VISTA, Curitiba",-25.3798224,-49.2342564
12333,"rua das tropas, GUABIROTUBA, Curitiba",-25.4641444,-49.2404933
12334,"rua arary souto, TINGUI, Curitiba",-25.3854639,-49.2303468
12335,"rua barão de studart, VISTA ALEGRE, Curitiba",-25.4085716,-49.2943073
12336,"rua maurilio szardo, CAMPO DE SANTANA, Curitiba",-25.5915928,-49.3371224
12337,"rua do capanema, CRISTO REI, Curitiba",-1.2056483,-47.178192
12338,"rua joanna rieke rutz, CAMPINA DO SIQUEIRA, Curitiba",-25.4431424,-49.3154774
12339,"rua tenente antonio pupo, XAXIM, Curitiba",-25.5173296,-49.2653302
12340,"rua antonio krasinski, CAMPO COMPRIDO, Curitiba",-25.4346474,-49.3443382
12341,"rua leonardo glelinski, CAJURU, Curitiba",-25.4691132,-49.202758
12342,"rua stella surugi leprevost, JARDIM BOTÂNICO, Curitiba",-25.4420753,-49.23877040000001
12343,"rua delegado bruno de almeida, CIDADE INDUSTRIAL, Curitiba",-25.4808762,-49.3044253
12344,"rua jerônimo durski, SEMINÁRIO, Curitiba",-25.4428881,-49.2973975
12345,"rua doutor carlos franco ferreira da costa, SÍTIO CERCADO, Curitiba",-25.5501005,-49.2497264
12346,"rua professora emma carvalho dos santos, XAXIM, Curitiba",-25.5148424,-49.2704039
12347,"rua doutor ennio marçal, TINGUI, Curitiba",-25.3920445,-49.2170215
12348,"rua josé clementino bettega, PORTÃO, Curitiba",-25.4993859,-49.2996215
12349,"rua valeriana da cunha ribas, SÃO MIGUEL, Curitiba",-25.5044004,-49.3602383
12350,"rua albino vico, CAPÃO RASO, Curitiba",-25.4959967,-49.29479509999999
12351,"rua wasdilau brand, CIDADE INDUSTRIAL, Curitiba",-25.4506781,-49.355733
12352,"rua dr. epaminondas ribeiro, CIDADE INDUSTRIAL, Curitiba",-25.5484715,-49.3394262
12353,"rua antônio salin, UMBARÁ, Curitiba",-25.5862508,-49.2853845
12355,"rua rua jornalista augusto valdrigues, CIDADE INDUSTRIAL, Curitiba",-25.5040295,-49.3297882
12356,"rua anna reinahrt, PAROLIN, Curitiba",-25.4397887,-49.2475709
12357,"rua osmar lipinski, CIDADE INDUSTRIAL, Curitiba",-25.5170439,-49.3170564
12358,"rua manoel valdomiro de macedo, PINHEIRINHO, Curitiba",-25.5142532,-49.3182753
12359,"rua conselheiro raul viana, CENTRO CÍVICO, Curitiba",-25.4129326,-49.27015369999999
12360,"rua verônica tribek môro, CIDADE INDUSTRIAL, Curitiba",-25.4628314,-49.3397199
12361,"rua daniel comboni, FAZENDINHA, Curitiba",-25.4863121,-49.3233597
12362,"rua coronel joão maria sobrinho, VISTA ALEGRE, Curitiba",-25.4014639,-49.29462969999999
12363,"rua do garimpo, GUABIROTUBA, Curitiba",-25.4643745,-49.2389393
12364,"rua aurea da silva senff, UBERABA, Curitiba",-25.4846034,-49.1933381
12365,"rua nicolau kresko, HAUER, Curitiba",-25.484419,-49.2464464
12366,"rua travessa miguel pedro abibi, CAJURU, Curitiba",-25.4541704,-49.2141019
12367,"rua jose pedro cardoso, CAMPO DE SANTANA, Curitiba",-25.590882,-49.3323555
12368,"rua josé egidio martins, PINHEIRINHO, Curitiba",-25.5243454,-49.29372850000001
12369,"rua josé dal negro, XAXIM, Curitiba",-25.5069929,-49.261026
12370,"rua treze de maio, REBOUÇAS, Curitiba",-25.4808762,-49.3044253
12371,"rua leoni azeredo rocha, CAJURU, Curitiba",-25.4469473,-49.2174967
12372,"rua manoel borba, PINHEIRINHO, Curitiba",-25.527816,-49.29186550000001
12373,"rua argemiro candido jardim, CIDADE INDUSTRIAL, Curitiba",-25.5160002,-49.3306272
12374,"rua major arnoldo mayer, CAMPO DE SANTANA, Curitiba",-25.596615,-49.3286161
12375,"rua benno henrique doetzer, TATUQUARA, Curitiba",-25.5622804,-49.3287981
12376,"rua rodovia do café, km 4,5, CAMPO COMPRIDO, Curitiba",-25.4304844,-49.3525137
12377,"rua dezesseis de abril, CAMPO COMPRIDO, Curitiba",-25.4668761,-49.3274627
12378,"rua quadra e, UMBARÁ, Curitiba",-25.4808762,-49.3044253
12379,"rua evelázio de oliveira, CIDADE INDUSTRIAL, Curitiba",-25.4808762,-49.3044253
12380,"rua francisco juneida ferreira dos santos, BOA VISTA, Curitiba",-25.3886823,-49.2334685
12381,"rua moradias do iguaçu 03, GANCHINHO, Curitiba",-25.4808762,-49.3044253
12382,"rua av. do canal, SÍTIO CERCADO, Curitiba",-25.5617361,-49.2523512
12383,"rua marechal cardoso júnior, UBERABA, Curitiba",-25.4684292,-49.229028
12384,"rua arthur erzinger, CAJURU, Curitiba",-25.4735143,-49.2004765
12385,"rua júlio maito sobrinho, UBERABA, Curitiba",-25.4811211,-49.21794
12386,"rua rua amaral guimarães, CAJURU, Curitiba",-25.4628602,-49.1984485
12387,"rua adolfo werneck, UBERABA, Curitiba",-25.4797897,-49.2221515
12388,"rua professor jorge visca, CIDADE INDUSTRIAL, Curitiba",-25.4576678,-49.2953044
12389,"rua jornalista luzimar de maria dionysio (meio quilo), SÍTIO CERCADO, Curitiba",-25.5447212,-49.24814970000001
12390,"rua isidio isidoro kalinoski, SANTA CÂNDIDA, Curitiba",-25.3690362,-49.2364955
12391,"rua mara regina scaramussa marques, CAMPO DE SANTANA, Curitiba",-25.5849133,-49.3418921
12392,"rua jorge pedro chueri, TARUMÃ, Curitiba",-25.430546,-49.2325459
12393,"rua doutor theodorico de oliveira franco, CAJURU, Curitiba",-25.4704465,-49.1999362
12394,"rua joão netzel, CIDADE INDUSTRIAL, Curitiba",-25.4571535,-49.346768
12395,"rua engenheiro sady souza, CIDADE INDUSTRIAL, Curitiba",-25.4341017,-49.3687028
12396,"rua eduardo geronasso, CAPÃO RASO, Curitiba",-25.3923891,-49.2366641
12397,"rua gerson da graça, CIDADE INDUSTRIAL, Curitiba",-25.4448013,-49.31001089999999
12398,"rua do cedro, BARREIRINHA, Curitiba",-25.3679175,-49.2571841
12399,"rua geronimo muraro, BUTIATUVINHA, Curitiba",-25.3903136,-49.3375589
12400,"rua florindo josé moreschi, GUAÍRA, Curitiba",-25.4663005,-49.2707594
12401,"rua ecilda melania voluz brum, PINHEIRINHO, Curitiba",-25.528692,-49.2866543
12402,"rua das esmeraldas, XAXIM, Curitiba",-25.4808762,-49.3044253
12403,"rua ariane maria frança de souza, UBERABA, Curitiba",-25.496492,-49.2236837
12404,"rua madre úrsula ledóchowska, CAPÃO RASO, Curitiba",-25.5038063,-49.2927776
12405,"rua ludovica robert, SÍTIO CERCADO, Curitiba",-25.5379176,-49.26333400000001
12406,"rua jose vieira neto, CIDADE INDUSTRIAL, Curitiba",-25.4506781,-49.355733
12407,"rua joao zaions, SÍTIO CERCADO, Curitiba",-25.5344969,-49.2791886
12408,"rua victor stec, PINHEIRINHO, Curitiba",-25.4930624,-49.2674404
12409,"rua constante de conto, ORLEANS, Curitiba",-25.4360856,-49.3474808
12410,"rua dos pioneiros, CIDADE INDUSTRIAL, Curitiba",-25.4808762,-49.3044253
12411,"rua república argentina, CAMPINA DO SIQUEIRA, Curitiba",-25.4713135,-49.29432629999999
12412,"rua dr. ivan jorge curi, CAJURU, Curitiba",-25.4566551,-49.1985
12413,"rua tranquilo saragiotto, CAJURU, Curitiba",-25.4565384,-49.2032682
12414,"rua debora eloisa pereira, CAJURU, Curitiba",-25.4569003,-49.2031089
12415,"rua antonio nogarolli, BIGORRILHO, Curitiba",-25.4253352,-49.30390939999999
12416,"rua rua comandante jose jeis neto, TATUQUARA, Curitiba",-25.5612838,-49.3118278
12417,"rua dr jose alexandre de moura negrini, UBERABA, Curitiba",-25.4767946,-49.1966924
12418,"rua antenor guimarães, PILARZINHO, Curitiba",-25.3954089,-49.2881539
12419,"rua augusto stresser, NOVO MUNDO, Curitiba",-25.4170897,-49.2513792
12420,"rua tenente antônio pupo, BOQUEIRÃO, Curitiba",-25.5173296,-49.2653302
12421,"rua professor paulo ribeiro da silva, UMBARÁ, Curitiba",-25.560004,-49.283783
12422,"rua br-476, fanny, Curitiba",-25.4854437,-49.2675764
12423,"rua joão lunardelli, TATUQUARA, Curitiba",-25.548078,-49.3209166
12424,"rua theodoro de bona, CIDADE INDUSTRIAL, Curitiba",-25.4771335,-49.3532265
12425,"rua joão alexandre kopp, SÃO BRAZ, Curitiba",-25.4812687,-49.347473
12426,"rua alcides vasconcelos, CIDADE INDUSTRIAL, Curitiba",-25.3862229,-49.2021441
12427,"rua joaquim nabuco, TINGÜI, Curitiba",-25.3845345,-49.2247488
12428,"rua joaquim amaral, UBERABA, Curitiba",-25.4679337,-49.2309573
12429,"rua dr. joão luiz bettega, UBERABA, Curitiba",-25.4609672,-49.196028
12430,"rua fúlvio josé alice, ATUBA, Curitiba",-25.4166857,-49.2211654
12431,"rua marechal, BOQUEIRÃO, Curitiba",-25.4808762,-49.3044253
12432,"rua luiz carlos bruginski, PORTÃO, Curitiba",-25.4724553,-49.32305969999999
12433,"rua arthur martins franco, SÃO BRAZ, Curitiba",-25.4962233,-49.33521289999999
12434,"rua renato polatti, CIDADE INDUSTRIAL, Curitiba",-25.4607422,-49.331917
12435,"rua almirante gonçalves, PRADO VELHO, Curitiba",-25.4474814,-49.2660102
12436,"rua lucio pereira, TINGUI, Curitiba",-25.3890527,-49.2219902
12437,"rua antonio gunha, VILA IZABEL, Curitiba",-25.4577686,-49.294653
12438,"rua plinio anciutti pessoa, CIDADE INDUSTRIAL, Curitiba",-25.4808762,-49.3044253
12439,"rua fanny bertoldi, TATUQUARA, Curitiba",-25.5929383,-49.3406642
12440,"rua rua vitoria, CIDADE INDUSTRIAL, Curitiba",-25.5040295,-49.3297882
12441,"rua coronel irazê paes brasil, TARUMÃ, Curitiba",-25.4316726,-49.2285081
12442,"rua araticum, UBERABA, Curitiba",-25.47603,-49.223374
12443,"rua palmira cliverrado bertoldi, TATUQUARA, Curitiba",3.5379718,-76.2971657
12444,"rua manoel martins de abreu, CAPÃO DA IMBUIA, Curitiba",-25.4467587,-49.2490231
12445,"rua antonio agenor do nascimento, JARDIM DAS AMÉRICAS, Curitiba",-25.4663091,-49.2166477
12446,"rua joao domingues calvaca, SÍTIO CERCADO, Curitiba",-25.533601,-49.2779391
12447,"rua lucia soppelza de boni, BOA VISTA, Curitiba",-25.3545411,-49.276199
12448,"rua presidente faria, SÃO FRANCISCO, Curitiba",-25.4273866,-49.2685354
12449,"rua general gastão pereira cordeiro, SÃO FRANCISCO, Curitiba",-25.4808762,-49.3044253
12450,"rua murillo  szabo, CAMPO DE SANTANA, Curitiba",-25.5991173,-49.3278097
12451,"rua ancião joaquim dos santos neto, CIDADE INDUSTRIAL, Curitiba",-25.4857655,-49.3393452
12452,"rua desembargador cid campelo, FAZENDINHA, Curitiba",-25.4816722,-49.3371425
12453,"rua dep sival martins, SÍTIO CERCADO, Curitiba",-25.5443488,-49.26656209999999
12454,"rua guido jorge de souza, CAMPO DE SANTANA, Curitiba",-25.5984183,-49.33488630000001
12455,"rua fernando souza costa, FAZENDINHA, Curitiba",-25.4845669,-49.3266419
12456,"rua vicente machado, BIGORRILHO, Curitiba",-25.4389025,-49.2912399
12457,"rua dias da rocha filho, CRISTO REI, Curitiba",-25.4259292,-49.24942
12458,"rua paulina pontaroli, TATUQUARA, Curitiba",-25.5730876,-49.3410298
12459,"rua márcio santos, CIDADE INDUSTRIAL, Curitiba",-25.5312407,-49.3419853
12460,"rua romeu felipe bacellar, CIDADE INDUSTRIAL, Curitiba",-25.5336477,-49.3359811
12461,"rua presidente faria, PINHEIRINHO, Curitiba",-25.4273866,-49.2685354
12462,"rua alceu galize, SÍTIO CERCADO, Curitiba",-25.5465137,-49.265469
12463,"rua luiz valenza, CIDADE INDUSTRIAL, Curitiba",-25.4925508,-49.3326716
