,Endereco,LATITUDE,LONGITUDE
7995,"rua frederico guilherme virmond, PILARZINHO, Curitiba",-25.3924182,-49.2809316
7996,"rua joliel joaquim de andrade, NOVO MUNDO, Curitiba",-25.4885964,-49.3018219
7997,"rua ary de souza, BOQUEIRÃO, Curitiba",-25.5030083,-49.2367172
7998,"rua maria de lurdes gasparin pianowski, CIDADE INDUSTRIAL, Curitiba",-25.4808762,-49.3044253
7999,"rua men de sá, GUAÍRA, Curitiba",-25.4757215,-49.2717952
8000,"rua padre agostinho, SÃO BRAZ, Curitiba",-25.4295828,-49.294537
8001,"rua andré ferreira de camargo, XAXIM, Curitiba",-25.493109,-49.2639758
8002,"rua arthur hipólito bisse, FAZENDINHA, Curitiba",-25.4736611,-49.3367667
8003,"rua professor mazaroto, CAPÃO RASO, Curitiba",-25.4995498,-49.2920526
8004,"rua doutor gonzaga de campos, UBERABA, Curitiba",-25.4770756,-49.2340347
8005,"rua mounif tacla, AHÚ, Curitiba",-25.396874,-49.2621116
8006,"rua jorge brey, ALTO BOQUEIRÃO, Curitiba",-25.5209125,-49.2534171
8007,"rua edgard roquete pinto, BIGORRILHO, Curitiba",-25.4360864,-49.2960718
8008,"rua carlos gelenski, SÃO JOÃO, Curitiba",-25.3978372,-49.3067244
8009,"rua stellamaris da silva rocha mello, CIDADE INDUSTRIAL, Curitiba",-25.507206,-49.3224266
8010,"rua planalto, SÍTIO CERCADO, Curitiba",-25.5332621,-49.2695471
8011,"rua carlos estrella moreira, PILARZINHO, Curitiba",-25.3983368,-49.2966018
8012,"rua professor algacyr munhoz mader, NOVO MUNDO, Curitiba",-25.4942165,-49.3157194
8013,"rua do ganchinho - le, GANCHINHO, Curitiba",-25.578678,-49.2661459
8014,"rua rod. do cafe, SANTO INÁCIO, Curitiba",-25.430745,-49.3307975
8015,"rua antonio grade, MERCÊS, Curitiba",-25.4097733,-49.2903008
8016,"rua vinte e cinco de abril, ALTO DA GLÓRIA, Curitiba",-25.3917726,-49.2983031
8017,"rua dos papagaios, NOVO MUNDO, Curitiba",-25.4938082,-49.2857896
8018,"rua flávio dallegrave, BACACHERI, Curitiba",-25.4095768,-49.2420211
8019,"rua francisco de souza netto, PORTÃO, Curitiba",-25.4799896,-49.30583660000001
8020,"rua carlos de laet, ALTO BOQUEIRÃO, Curitiba",-25.4962022,-49.2360925
8021,"rua rua philipinas, CAJURU, Curitiba",-25.4666032,-49.2093374
8022,"rua angelina ançai, FAZENDINHA, Curitiba",-25.4797031,-49.3216957
8023,"rua iracena gonçalves carvalho, CAMPO DE SANTANA, Curitiba",-25.5902959,-49.3378805
8025,"rua são salvador, SÃO LOURENÇO, Curitiba",-12.977749,-38.5016301
8026,"rua josé álvaro tizzot, SÍTIO CERCADO, Curitiba",-25.557194,-49.2559586
8027,"rua rio passo do franca, TATUQUARA, Curitiba",-25.5426366,-49.2998014
8028,"rua joao fonseca mercer, ATUBA, Curitiba",-25.3816953,-49.216989
8029,"rua ferdinando darif, CAMPINA DO SIQUEIRA, Curitiba",-25.4394176,-49.3057174
8030,"rua joao dembinski, CIDADE INDUSTRIAL, Curitiba",-25.4632912,-49.3455793
8031,"rua francisco favaro, SANTA CÂNDIDA, Curitiba",-25.368779,-49.2431959
8032,"rua br-476, FANNY, Curitiba",-25.4854437,-49.2675764
8033,"rua raul vaz, CAJURU, Curitiba",-25.4657174,-49.1958677
8034,"rua rolf faria gugisch, PILARZINHO, Curitiba",-25.391828,-49.27960390000001
8035,"rua ângela budel, BUTIATUVINHA, Curitiba",-25.3971623,-49.3521152
8036,"rua cacilda dos santos canfeld, CIDADE INDUSTRIAL, Curitiba",-25.4985912,-49.3473219
8037,"rua heitor josé da costa ribas, CIDADE INDUSTRIAL, Curitiba",-25.5157212,-49.3286155
8038,"rua da divina providência, PORTÃO, Curitiba",-25.4602485,-49.3107712
8039,"rua maria gusso sforza, PINHEIRINHO, Curitiba",-25.3800784,-49.30057350000001
8040,"rua edson roberto oliveira, UBERABA, Curitiba",-25.4920296,-49.2054723
8041,"rua luciano helena, SANTA FELICIDADE, Curitiba",-25.4409878,-49.31577739999999
8042,"rua joão sebastião bunik, TINGUI, Curitiba",-25.3901614,-49.2163616
8043,"rua andréa guimarães, CIDADE INDUSTRIAL, Curitiba",-25.5002354,-49.3379466
8044,"rua eduardo afonso portes, SÍTIO CERCADO, Curitiba",-25.5160557,-49.27127309999999
8045,"rua antonio augusto fiorenzano, SANTA FELICIDADE, Curitiba",-25.3743431,-49.3273017
8046,"rua alípio davi, NOVO MUNDO, Curitiba",-25.4939056,-49.3001576
8047,"rua pc. 29 de marco, CAJURU, Curitiba",-25.4282598,-49.2857025
8048,"rua elias toufic mansur, ATUBA, Curitiba",-25.3692134,-49.20897979999999
8049,"rua joão enéas de sá, PILARZINHO, Curitiba",-25.3881853,-49.2718453
8050,"rua zumbi, SANTA CÂNDIDA, Curitiba",-25.367313,-49.2119702
8051,"rua ludovico lucca, SANTA FELICIDADE, Curitiba",-25.416113,-49.3537505
8052,"rua eugenio contin, CAJURU, Curitiba",-25.4463006,-49.2126734
8053,"rua jose lopes dos santos, SANTO INÁCIO, Curitiba",-25.4265954,-49.3448636
8054,"rua antonio bartapeli, SANTA FELICIDADE, Curitiba",-25.3966747,-49.3299003
8055,"rua engenheiro oswaldo siqueira, TABOÃO, Curitiba",-25.3718399,-49.2781746
8056,"rua joão batista meneguette, CIDADE INDUSTRIAL, Curitiba",-25.3547256,-49.274128
8057,"rua regina schulman, BOQUEIRÃO, Curitiba",-25.5128385,-49.236769
8058,"rua afonso botelho, ÁGUA VERDE, Curitiba",-25.4468234,-49.2748601
8059,"rua severino gonçalves, ALTO BOQUEIRÃO, Curitiba",-25.5296736,-49.2465565
8060,"rua capiberibe, SANTA QUITÉRIA, Curitiba",-25.4636878,-49.3036363
8061,"rua coronel domingues soares, BAIRRO ALTO, Curitiba",-25.421922,-49.2069845
8062,"rua ernesto luiz pellanda, CAJURU, Curitiba",-25.5838495,-49.2613468
8063,"rua alberto torres, FAZENDINHA, Curitiba",-25.480975,-49.3242387
8064,"rua ivo pereira de carvalho, UBERABA, Curitiba",-25.4765129,-49.222586
8065,"rua gilney carneiro leal, ALTO BOQUEIRÃO, Curitiba",-25.5260157,-49.23346069999999
8066,"rua carlos mikos, UBERABA, Curitiba",-25.4870713,-49.20957019999999
8067,"rua indaiá, BAIRRO ALTO, Curitiba",-25.4053207,-49.21614779999999
8068,"rua general francisco lima e silva, SÃO FRANCISCO, Curitiba",-25.4289541,-49.267137
8069,"rua antonio krainiski, ABRANCHES, Curitiba",-25.3845618,-49.27426029999999
8070,"rua emilia chopacz, CIDADE INDUSTRIAL, Curitiba",-25.4526673,-49.3524588
8071,"rua joao bage, CAMPO COMPRIDO, Curitiba",-25.4525602,-49.3331184
8072,"rua howell lewis fry, CACHOEIRA, Curitiba",-25.3506626,-49.2513055
8073,"rua ribeiralta, SANTA CÂNDIDA, Curitiba",-25.4046398,-49.2237207
8074,"rua 8 de maio- dia da vitória, ALTO BOQUEIRÃO, Curitiba",-25.5405246,-49.2424069
8075,"rua pedro calisto, GANCHINHO, Curitiba",-25.5961151,-49.2756817
8076,"rua padre arnaldo janssen, CAJURU, Curitiba",-25.4725791,-49.1946148
8077,"rua pedro rodrigo de lima, SÍTIO CERCADO, Curitiba",-25.53246,-49.27785000000001
8078,"rua buruti, UBERABA, Curitiba",-25.4909661,-49.2100292
8079,"rua damião alberti nabosne, CAMPO DE SANTANA, Curitiba",-25.5862748,-49.3422257
8080,"rua padre joão salanczyk, UBERABA, Curitiba",-25.4895408,-49.2037051
8081,"rua roberto menghini, CIDADE INDUSTRIAL, Curitiba",-25.5176117,-49.329606
8082,"rua doutor armando fajardo, CAPÃO RASO, Curitiba",-25.4988929,-49.2843962
8083,"rua josé scuissiato, SEMINÁRIO, Curitiba",-25.4454235,-49.3065182
8084,"rua 8 de maio dia da vitoria, ALTO BOQUEIRÃO, Curitiba",-25.5405246,-49.2424069
8085,"rua doutor jose alexandre de moura negrini, UBERABA, Curitiba",-25.4767946,-49.1966924
8086,"rua almirante tamandare, ALTO DA RUA XV, Curitiba",-25.4281643,-49.25529299999999
8087,"rua jorge gava, BOA VISTA, Curitiba",-25.3872871,-49.2927827
8088,"rua otavio bressan, SANTA FELICIDADE, Curitiba",-25.4037218,-49.3148183
8089,"rua santa rita durão, SÃO LOURENÇO, Curitiba",-25.3882999,-49.2637654
8090,"rua hussen ibrain omairy, SÍTIO CERCADO, Curitiba",-25.5536787,-49.259569
8091,"rua da pedreira (sao braz), SÃO BRAZ, Curitiba",-25.4178345,-49.3722471
8092,"rua izaltino dias ferraz, CIDADE INDUSTRIAL, Curitiba",-25.4551128,-49.3579883
8093,"rua isaias fernandes, TATUQUARA, Curitiba",-25.5778436,-49.3248441
8094,"rua altevir luis dalagassa, CAMPO DE SANTANA, Curitiba",-25.5926743,-49.34573349999999
8095,"rua dos palmenses, SÃO MIGUEL, Curitiba",-25.5046628,-49.357444
8096,"rua alfred nobel, CIDADE INDUSTRIAL, Curitiba",-25.5196548,-49.332139
8097,"rua av. presidente wenceslau braz, PAROLIN, Curitiba",-25.4741397,-49.272507
8098,"rua doutor jose alexandre de moura negrini, CAJURU, Curitiba",-25.4767946,-49.1966924
8099,"rua general teodorico guimaraes, FANNY, Curitiba",-25.4768736,-49.2638458
8100,"rua general teodorico guimarães, FANNY, Curitiba",-25.4768736,-49.2638458
8101,"rua basilio bacelar filho, TINGUI, Curitiba",-25.3833124,-49.2243502
8102,"rua sidnei strafite de oliveira, SÃO BRAZ, Curitiba",-25.4193631,-49.3591523
8103,"rua plínio barroso de castro, JARDIM BOTÂNICO, Curitiba",-25.4488235,-49.2481422
8104,"rua josé pires da silva, BUTIATUVINHA, Curitiba",-25.5904094,-49.3274453
8105,"rua joão francisco antunes, CIDADE INDUSTRIAL, Curitiba",-25.5473565,-49.339374
8106,"rua rio xingú, BAIRRO ALTO, Curitiba",-25.4028886,-49.2015362
8107,"rua dona saza lattes, JARDIM DAS AMÉRICAS, Curitiba",-25.4723908,-49.2230678
8108,"rua victorio vizinoni, CAPÃO DA IMBUIA, Curitiba",-25.4329293,-49.2182298
8109,"rua doutor jose guilherme loyola, CIDADE INDUSTRIAL, Curitiba",-25.479125,-49.3463095
8110,"rua ary claudino ziemer, PINHEIRINHO, Curitiba",-25.5275349,-49.2955292
8111,"rua affonso jorge von trompowski, SÍTIO CERCADO, Curitiba",-25.5275886,-49.2644325
8112,"rua joão batista rossato belinazo, CAMPO COMPRIDO, Curitiba",-25.441266,-49.3592631
8113,"rua getulio silveira, CAMPO COMPRIDO, Curitiba",-25.4639709,-49.35362300000001
8114,"rua capitão orlando favorito, CAJURU, Curitiba",-25.4469014,-49.2137399
8115,"rua doutor augusto cantergiani, PINHEIRINHO, Curitiba",-25.5220965,-49.2787416
8116,"rua francisco caron, PILARZINHO, Curitiba",-25.3934153,-49.2782083
8117,"rua idalina de carvalho lima, PILARZINHO, Curitiba",-25.3935109,-49.29777840000001
8118,"rua general adalberto massa, GANCHINHO, Curitiba",-25.5516959,-49.2461879
8119,"rua dolores da silva, ALTO BOQUEIRÃO, Curitiba",-25.5286057,-49.2457771
8120,"rua cidade de itapetininga, AUGUSTA, Curitiba",-25.4908448,-49.3577782
8121,"rua pianista luis thomaszeck, VISTA ALEGRE, Curitiba",-25.4078304,-49.2841134
8122,"rua milton machado, UBERABA, Curitiba",-25.4846753,-49.1950683
8123,"rua antonio de lima castro, PORTÃO, Curitiba",-25.4710103,-49.3105193
8124,"rua av. fredolin wolf, SANTA CÂNDIDA, Curitiba",-25.3847796,-49.3090743
8125,"rua antonio giovanni bertoldi, CAMPO DE SANTANA, Curitiba",-25.58896,-49.3350285
8126,"rua josé gusso, FAZENDINHA, Curitiba",-25.4810754,-49.3128204
8127,"rua andré ferreira barbosa, HAUER, Curitiba",-25.5137752,-49.2942839
8128,"rua joão tschannerl, PILARZINHO, Curitiba",-25.4027762,-49.28837739999999
8129,"rua jose nicco, MOSSUNGUÊ, Curitiba",-25.4345697,-49.3350995
8130,"rua luiz gonzaga junior gonzaguinha, SÍTIO CERCADO, Curitiba",-25.5547817,-49.2649465
8131,"rua águas do passaúna, CIDADE INDUSTRIAL, Curitiba",-25.5019116,-49.3541343
8132,"rua alberto massuda, XAXIM, Curitiba",-25.4234177,-49.2743394
8133,"rua francisco torres, ALTO DA GLÓRIA, Curitiba",-25.4316262,-49.2610171
8134,"rua coronel menna barreto monclaro, BATEL, Curitiba",-25.4377039,-49.2795594
8135,"rua joão ferreira, TATUQUARA, Curitiba",-25.5647384,-49.3282697
8136,"rua general aristides athayde junior, BIGORRILHO, Curitiba",-25.4319426,-49.2976153
8137,"rua dimas arceno, TATUQUARA, Curitiba",-25.5799667,-49.3320127
8138,"rua das araras, NOVO MUNDO, Curitiba",-25.4942359,-49.2851575
8139,"rua egon cesar fabri, AUGUSTA, Curitiba",-25.4754358,-49.3603724
8140,"rua justo manfron, BAIRRO NAO INFORMADO, Curitiba",-25.3691298,-49.32389999999999
8141,"rua moradias jandaia, SÍTIO CERCADO, Curitiba",-25.5542486,-49.2540622
8142,"rua bruno bertold ( campo de santana), TATUQUARA, Curitiba",-25.5897066,-49.3347329
8143,"rua santo antônio, PRADO VELHO, Curitiba",-25.4491954,-49.2617542
8144,"rua deputado ulisses guimarães, PINHEIRINHO, Curitiba",-25.5320185,-49.282869
8145,"rua neide darif palhano, SANTA FELICIDADE, Curitiba",-25.4396006,-49.3190361
8146,"rua paraguassu, CENTRO, Curitiba",-25.4170966,-49.2551412
8147,"rua izabela veiga kulcheski, CIDADE INDUSTRIAL, Curitiba",-25.5401484,-49.3370128
8148,"rua vinicius jose borio junior (campo de santana), CAMPO DE SANTANA, Curitiba",-25.5965413,-49.3354238
8149,"rua arnald ferreira veloso, CIDADE INDUSTRIAL, Curitiba",-25.4830201,-49.3521545
8150,"rua coronel adyr guimarães, ÁGUA VERDE, Curitiba",-25.3954355,-49.2610323
8151,"rua av brasilia, GUAÍRA, Curitiba",-25.4946247,-49.28422699999999
8152,"rua gilney carneiro leal, BOQUEIRÃO, Curitiba",-25.5260157,-49.23346069999999
8153,"rua sociólogo gilberto freyre, SANTA FELICIDADE, Curitiba",-25.3850855,-49.3357733
8154,"rua francisco dzikowicz, PINHEIRINHO, Curitiba",-25.5335314,-49.2853842
8155,"rua tereza slondo, CIDADE INDUSTRIAL, Curitiba",-25.4808762,-49.3044253
8156,"rua gerda thereza metzentin, CIDADE INDUSTRIAL, Curitiba",-25.4842643,-49.2989893
8157,"rua profa terezita faria dos santos lima, PILARZINHO, Curitiba",-25.393793,-49.2863291
8158,"rua simão bolívar, JUVEVÊ, Curitiba",-25.419544,-49.2535373
8159,"rua deputado sinval martins de araujo (ganchinho), GANCHINHO, Curitiba",-25.5528004,-49.2463029
8160,"rua maria lúcia locher de athayde, FAZENDINHA, Curitiba",-25.4928822,-49.3528982
8161,"rua raul de azevedo macedo, XAXIM, Curitiba",-25.5050026,-49.2670027
8162,"rua manoel eufrásio, CABRAL, Curitiba",-25.4102007,-49.2604901
8163,"rua travessa josefina vargas, SÍTIO CERCADO, Curitiba",-25.5443488,-49.26656209999999
8164,"rua maria leonardi caiado, CIDADE INDUSTRIAL, Curitiba",-25.4919495,-49.3403564
8165,"rua lucia dechandt, BARREIRINHA, Curitiba",-25.3660905,-49.2655693
8166,"rua francisco cochinski, SÍTIO CERCADO, Curitiba",-25.5404763,-49.2529031
8167,"rua aracalina, BAIRRO ALTO, Curitiba",-25.4041541,-49.2143016
8168,"rua saldanha marinho, CAMPINA DO SIQUEIRA, Curitiba",-25.4404685,-49.3023229
8169,"rua anacleto cardoso do amaral, SÍTIO CERCADO, Curitiba",-25.555793,-49.2476593
8170,"rua lídia geraldi bertoldi, TATUQUARA, Curitiba",-25.5909074,-49.3361114
8171,"rua governador agamenon magalhaes, CAPÃO DA IMBUIA, Curitiba",-25.4353221,-49.2282271
8172,"rua francisco klemtz, NOVO MUNDO, Curitiba",-25.4690885,-49.3030291
8173,"rua luciano hella, CAMPINA DO SIQUEIRA, Curitiba",-25.4409878,-49.31577739999999
8174,"rua da república, NOVO MUNDO, Curitiba",-25.4890253,-49.2941253
8175,"rua tenente manoel gomes de britto, BOQUEIRÃO, Curitiba",-25.3689254,-49.2511528
8176,"rua emilio romani, CRISTO REI, Curitiba",-25.538067,-49.3281244
8177,"rua cap. antônio f.  naufal, UBERABA, Curitiba",-25.4963884,-49.2192976
8178,"rua caravelas, CAMPO COMPRIDO, Curitiba",-25.4738454,-49.3325951
8179,"rua joao chaves, XAXIM, Curitiba",-25.5046888,-49.27727789999999
8180,"rua santa clara, TATUQUARA, Curitiba",-25.3976479,-49.259709
8181,"rua viviany cristina wanto, PORTÃO, Curitiba",-25.4720377,-49.31525930000001
8182,"rua adao sobocinski, CRISTO REI, Curitiba",-25.4352918,-49.2377197
8183,"rua rodolfo de mattia, ALTO BOQUEIRÃO, Curitiba",-25.5312998,-49.2521877
8184,"rua doutor carlos de carvalho, SÃO BRAZ, Curitiba",-25.436541,-49.2888678
8185,"rua marcos luiz trevisan, CIDADE INDUSTRIAL, Curitiba",-25.4994224,-49.3497762
8186,"rua nelsom rieke, CIDADE INDUSTRIAL, Curitiba",-25.5008281,-49.3445748
8187,"rua joão antunes, CAMPO COMPRIDO, Curitiba",-25.4644433,-49.3442046
8188,"rua eugenio parolin, PAROLIN, Curitiba",-25.460752,-49.258765
8189,"rua joao de paula cordeiro filho, NOVO MUNDO, Curitiba",-25.4917533,-49.3111401
8190,"rua sander roberto da cunha, CAPÃO RASO, Curitiba",-25.5115258,-49.291917
8191,"rua josé tissi, CIDADE INDUSTRIAL, Curitiba",-25.4359992,-49.35024540000001
8192,"rua marcos antonio malucelli, FAZENDINHA, Curitiba",-25.4886261,-49.3504802
8193,"rua claro s de lacerda, CAJURU, Curitiba",-25.4487585,-49.2193644
8194,"rua oswaldo cruz, CENTRO, Curitiba",-25.4406645,-49.27664009999999
8195,"rua darci scotti, TATUQUARA, Curitiba",-25.5521046,-49.2944937
8196,"rua emilio teles de lima (campo de santana), BUTIATUVINHA, Curitiba",-25.5915743,-49.342568
8197,"rua jose kaminski, NOVO MUNDO, Curitiba",-25.4900484,-49.3120516
8198,"rua leonardo wesolowski, CAMPO COMPRIDO, Curitiba",-25.4592869,-49.3334281
8199,"rua andre de barros, CAJURU, Curitiba",-25.4347863,-49.26866709999999
8200,"rua profa maria da glória saldanha loyola, UBERABA, Curitiba",-25.4715019,-49.2145375
8201,"rua heinz pechner, SANTA FELICIDADE, Curitiba",-25.4362438,-49.3607969
8202,"rua general julião müller neiva de lima, SÍTIO CERCADO, Curitiba",-25.5526927,-49.2622653
8203,"rua jair do nascimento cesar, SANTA CÂNDIDA, Curitiba",-25.365186,-49.217659
8204,"rua celso pio gouveia, CIDADE INDUSTRIAL, Curitiba",-25.4986501,-49.34931419999999
8205,"rua celina posselt mansur, NOVO MUNDO, Curitiba",-25.4846332,-49.3061757
8206,"rua ana kotovei, UMBARÁ, Curitiba",-25.5550398,-49.2849543
8207,"rua augusto ricciardella correia, SANTO INÁCIO, Curitiba",-25.4242699,-49.3238826
8208,"rua canal belem, BOQUEIRÃO, Curitiba",-25.494569,-49.2267348
8209,"rua dr sérgio francisco de souza de castro, UBERABA, Curitiba",-25.4913517,-49.2258706
8210,"rua rio do sul, FAZENDINHA, Curitiba",-25.4742193,-49.3364589
8211,"rua canal belém, TATUQUARA, Curitiba",-25.4854914,-49.2346413
8212,"rua av. candido hartmann, SANTO INÁCIO, Curitiba",-25.4228114,-49.31544419999999
8213,"rua doutor manoel abilhoa, UMBARÁ, Curitiba",-25.5556509,-49.2839995
8214,"rua carlota straube de araújo, SANTA CÂNDIDA, Curitiba",-25.3876684,-49.2505453
8215,"rua abatiá, SÍTIO CERCADO, Curitiba",-25.5391995,-49.2925391
8216,"rua graciosa, ATUBA, Curitiba",-25.3914498,-49.15995299999999
8217,"rua edivino antonio de bonni, FAZENDINHA, Curitiba",-25.4834077,-49.32137549999999
8218,"rua valdir mazzuco, SÍTIO CERCADO, Curitiba",-25.530635,-49.2689667
8219,"rua joao scandelari, BARREIRINHA, Curitiba",-25.3731304,-49.2569934
8220,"rua francisco novicki, SÍTIO CERCADO, Curitiba",-25.5427269,-49.2910149
8221,"rua jornalista pedro viana, CIDADE INDUSTRIAL, Curitiba",-25.4855987,-49.3376974
8222,"rua icaraí, CAJURU, Curitiba",-25.461352,-49.2089687
8223,"rua pery sotto maior bittencourt, ATUBA, Curitiba",-25.3847589,-49.2119967
8224,"rua coronel jose luiz dos santos, BOQUEIRÃO, Curitiba",-25.4980576,-49.2461272
8225,"rua deputado acyr jose, UBERABA, Curitiba",-25.4731887,-49.2003042
8226,"rua jose becker davet, SANTA CÂNDIDA, Curitiba",-25.3700651,-49.2126459
8227,"rua everton ribeiro dos santos, ABRANCHES, Curitiba",-25.3590302,-49.27690699999999
8228,"rua torres, UMBARÁ, Curitiba",-25.560004,-49.283783
8229,"rua lupianópolis, UBERABA, Curitiba",-25.5452172,-49.2678545
8230,"rua benedito correia de freitas, SÃO LOURENÇO, Curitiba",-25.3810494,-49.2752421
8231,"rua nely conceicao liss, BARREIRINHA, Curitiba",-25.375631,-49.2621962
8232,"rua germania, CAJURU, Curitiba",-25.444356,-49.217676
8233,"rua jorge gazal, AUGUSTA, Curitiba",-25.463622,-49.3537933
8234,"rua eduardo pinto da rocha, BAIRRO ALTO, Curitiba",-25.55888,-49.2604464
8235,"rua amauri lange silverio, SÍTIO CERCADO, Curitiba",-25.3902514,-49.2837433
8236,"rua governador agamenon magalhães, CAPÃO DA IMBUIA, Curitiba",-25.4353221,-49.2282271
8237,"rua joao reffo, SANTA FELICIDADE, Curitiba",-25.3848535,-49.3349102
8238,"rua br-476, PRADO VELHO, Curitiba",-25.4566425,-49.25729490000001
8239,"rua pedro aloys scherer, UBERABA, Curitiba",-25.4974964,-49.2176209
8240,"rua josé teixeira de mello, FAZENDINHA, Curitiba",-25.4858249,-49.3260841
8241,"rua benedito correia de freitas, ABRANCHES, Curitiba",-25.3810494,-49.2752421
8242,"rua victor burda, MERCÊS, Curitiba",-25.4184904,-49.2967284
8243,"rua jaziel sotto maior lagos, CAMPO COMPRIDO, Curitiba",-25.4574812,-49.3432951
8244,"rua doutor durval pinto cordeiro, SÃO BRAZ, Curitiba",-25.4151176,-49.3570082
8245,"rua josé antonio leprevost, BOA VISTA, Curitiba",-25.3781413,-49.229914
8246,"rua bispo dom jerônimo mazzarotto, CAMPO DE SANTANA, Curitiba",-25.5936783,-49.3385373
8247,"rua patrício bagolin, ORLEANS, Curitiba",-25.4359113,-49.3626611
8248,"rua jorge antonio heil, TABOÃO, Curitiba",-25.3679814,-49.280712
8249,"rua manoel aranha, ABRANCHES, Curitiba",-25.3667519,-49.2723557
8250,"rua maria carmelina nenon, BOA VISTA, Curitiba",-25.3836902,-49.2475022
8251,"rua sem identificação, TATUQUARA, Curitiba",-25.5647384,-49.3282697
8252,"rua claudio chatagnier, BACACHERI, Curitiba",-25.4108765,-49.227496
8253,"rua tibagi, REBOUÇAS, Curitiba",-25.436204,-49.2610326
8254,"rua gastão de abreu pires, CAMPO COMPRIDO, Curitiba",-25.4544125,-49.3549666
8255,"rua coronel pedro scherer sobrinho, CRISTO REI, Curitiba",-25.4359731,-49.2399987
8256,"rua antonio greca, SÃO LOURENÇO, Curitiba",-25.3955367,-49.2635065
8257,"rua mário chaubald biscaia, NOVO MUNDO, Curitiba",-25.4920205,-49.2968365
8258,"rua gumercindo marés, VISTA ALEGRE, Curitiba",-25.4097572,-49.2857821
8259,"rua osmar de lima, CAPÃO DA IMBUIA, Curitiba",-12.0463731,-77.042754
